1,0.05840734641020706163772047
2,0.02076028758667725071518362
3,0.009256556275810012834881491
4,0.005207864804149586746007117
5,0.003333210413534626326281796
6,0.002314773632644762102472669
7,0.001700663937675095382928703
8,0.001302076001895358103865874
9,0.001028802967819153479922534
10,0.0008333314113051493166040018
11,0.0006887041492080747673298902
12,0.0005787030600039599903539056
13,0.0004930962487312839925834851
14,0.0004251698127522018921808922
15,0.0003703702016260024265648099
16,0.0003255207187669029167409462
17,0.0002883505547401910007465631
18,0.0002572015895778712035735225
19,0.0002308402176853796561317722
20,0.0002083333033011669499501295
21,0.0001889644522679034821521782
22,0.000172176291586723095861089
23,0.0001575299177027922326033149
24,0.0001446759158687527246911486
25,0.0001333333254605051365615509
26,0.0001232741555141636524695059
27,0.0001143118377462393198129575
28,0.0001062925130188574485146091
29,9.908838360939142830829951e-05
30,9.259258995619745746807894e-05
31,8.671522502812223365253885e-05
32,8.138020654335775816434762e-05
33,7.652280230630026380822528e-05
34,7.20876573492290617650724e-05
35,6.802720983900556461776432e-05
36,6.430041063998359618381073e-05
37,6.087168174406798470954527e-05
38,5.771006399735156833230576e-05
39,5.478851577978005593649868e-05
40,5.208333286477184742579993e-05
41,4.957366606417323851019319e-05
42,4.724111831899691082981008e-05
43,4.506940658277613920290605e-05
44,4.304407686994693449378246e-05
45,4.115226314294062603948987e-05
46,3.938248246893039095084532e-05
47,3.77244603622095553419058e-05
48,3.616898132463575166184455e-05
49,3.470776051672785911250685e-05
50,3.333333321053899567232293e-05
51,3.203895926473521171828907e-05
52,3.081854033748498977729469e-05
53,2.966654791336509333632421e-05
54,2.857796060018458206286596e-05
55,2.754820929684598240783089e-05
56,2.657312918907805965318403e-05
57,2.564891755962861452644574e-05
58,2.477209665929791526650661e-05
59,2.393948094692177619435824e-05
60,2.31481481072215444783069e-05
61,2.239541338155959238065407e-05
62,2.167880676529065908653138e-05
63,2.099605271199678213633888e-05
64,2.034505205505965363954601e-05
65,1.972386585169516592941363e-05
66,1.91307009260732741040556e-05
67,1.856389691301529865086195e-05
68,1.802191462907387631275924e-05
69,1.750332561467615732908598e-05
70,1.7006802703889434269513e-05
71,1.653111153698816337964672e-05
72,1.60751028679406715582445e-05
73,1.563770562285071719088592e-05
74,1.521792061121018946323602e-05
75,1.481481480425372865283862e-05
76,1.442751614710857666068478e-05
77,1.405520885233713102024922e-05
78,1.369712907317577332833025e-05
79,1.335256101375748016835132e-05
80,1.3020833326216063596803e-05
81,1.270131584885092479453306e-05
82,1.239341661207760125762434e-05
83,1.209657908196604125805607e-05
84,1.181027966223879843710165e-05
85,1.153402536946401824025088e-05
86,1.126735171697035298166156e-05
87,1.100982075641354640538339e-05
88,1.076101927921513379260432e-05
89,1.052055716455058131941769e-05
90,1.028806583924790629680501e-05
91,1.006319687135714957548771e-05
92,9.845620665416277006443124e-06
93,9.635025241649941563082393e-06
94,9.431115132407796863844851e-06
95,9.233610337666675604850752e-06
96,9.042245367574253123166272e-06
97,8.856768340503862191326334e-06
98,8.67694016193354400456883e-06
99,8.502533753063090671275859e-06
100,8.333333330501346836172161e-06
101,8.169133744129197793881758e-06
102,8.009739841607910193488351e-06
103,7.854965907938549207756296e-06
104,7.704635106797752541751834e-06
105,7.558578985822350659873337e-06
106,7.416636999213466197033995e-06
107,7.27865606853228541694989e-06
108,7.144490167476647002331447e-06
109,7.013999942628856842929963e-06
110,6.887052342197108600885258e-06
111,6.763520275843148965577711e-06
112,6.64328231225752574573562e-06
113,6.526222359415356777390116e-06
114,6.412229403007785322188283e-06
